method,term,mean_rel_imp,sd_rel_imp,clean_term,responseGroup,tier,tier_label,response,response_tier
ensemble,prop_burned_area,1.50059395549706,0.583865169561524,Proportion burned area,Fire,main,Full model,tree_cover_sd_100,tree_cover_sd_100_main
rf,CW_mean_species_body_mass,2.21487570529613,0.486097463288694,Mean body mass (kg; cwm),Herbivory,main,Full model,woody_cover_trend_venter2019,woody_cover_trend_venter2019_main
rf,MAP,14.1023774906154,1.14347590353474,MAP (mm),Environmental,main,Full model,woody_cover_trend_venter2019,woody_cover_trend_venter2019_main
rf,MAT,10.4485876581126,1.25593925745189,MAT (°C),Environmental,main,Full model,woody_cover_trend_venter2019,woody_cover_trend_venter2019_main
rf,browser_biomass_kgkm2,0.931097912480324,0.32342099206012,Browser biomass (kg/km²),Herbivory,main,Full model,woody_cover_trend_venter2019,woody_cover_trend_venter2019_main
rf,fire_events_since_2001,0.715821878127275,0.522865662490245,Fire frequency,Fire,main,Full model,woody_cover_trend_venter2019,woody_cover_trend_venter2019_main
rf,grazer_biomass_kgkm2,1.10350776369576,0.372187291023432,Grazer biomass (kg/km²),Herbivory,main,Full model,woody_cover_trend_venter2019,woody_cover_trend_venter2019_main
rf,herbi_biomass_kgkm2,2.11050413267308,0.614386249224602,Herbivore biomass (kg/km²),Herbivory,main,Full model,woody_cover_trend_venter2019,woody_cover_trend_venter2019_main
rf,herbi_fun_div_distq1,2.44019350932544,0.581754890424555,Herbivore functional diversity,Herbivory,main,Full model,woody_cover_trend_venter2019,woody_cover_trend_venter2019_main
rf,mixed_feeder_biomass_kgkm2,1.46592250117614,0.401923458046158,Mixed feeder biomass (kg/km²),Herbivory,main,Full model,woody_cover_trend_venter2019,woody_cover_trend_venter2019_main
rf,n_deposition,26.7097711954581,4.26009662547315,N deposition ([kg/km²]/year),Global Change,main,Full model,woody_cover_trend_venter2019,woody_cover_trend_venter2019_main
rf,n_herbi_sp_reserve,0.0302599299142716,0.0999820293815814,Herbivore species richness,Herbivory,main,Full model,woody_cover_trend_venter2019,woody_cover_trend_venter2019_main
rf,prop_burned_area,1.36955409067592,0.544902259034734,Proportion burned area,Fire,main,Full model,woody_cover_trend_venter2019,woody_cover_trend_venter2019_main
rf,CW_mean_species_body_mass,9.62814447808482,2.34828016271703,Mean body mass (kg; cwm),Herbivory,high_biomass,"Reserves with high herbivore biomass (≥10,000 kg/km²)",canopy_height_sd_100,canopy_height_sd_100_high_biomass
rf,MAP,32.5480083044714,5.12439527202345,MAP (mm),Environmental,high_biomass,"Reserves with high herbivore biomass (≥10,000 kg/km²)",canopy_height_sd_100,canopy_height_sd_100_high_biomass
rf,MAT,12.2702904158077,2.99446639195989,MAT (°C),Environmental,high_biomass,"Reserves with high herbivore biomass (≥10,000 kg/km²)",canopy_height_sd_100,canopy_height_sd_100_high_biomass
rf,browser_biomass_kgkm2,5.05459380700616,1.13886866622808,Browser biomass (kg/km²),Herbivory,high_biomass,"Reserves with high herbivore biomass (≥10,000 kg/km²)",canopy_height_sd_100,canopy_height_sd_100_high_biomass
rf,elevation_sd_1000,5.62340305486572,1.65913959654913,Elevation SD (m),Environmental,high_biomass,"Reserves with high herbivore biomass (≥10,000 kg/km²)",canopy_height_sd_100,canopy_height_sd_100_high_biomass
rf,fire_events_since_2001,0.0705678126272623,0.20848204836901,Fire frequency,Fire,high_biomass,"Reserves with high herbivore biomass (≥10,000 kg/km²)",canopy_height_sd_100,canopy_height_sd_100_high_biomass
rf,grazer_biomass_kgkm2,3.04871650578129,0.963480821190604,Grazer biomass (kg/km²),Herbivory,high_biomass,"Reserves with high herbivore biomass (≥10,000 kg/km²)",canopy_height_sd_100,canopy_height_sd_100_high_biomass
rf,herbi_biomass_kgkm2,2.08895898142137,0.725066700829076,Herbivore biomass (kg/km²),Herbivory,high_biomass,"Reserves with high herbivore biomass (≥10,000 kg/km²)",canopy_height_sd_100,canopy_height_sd_100_high_biomass
rf,herbi_fun_div_distq1,11.8105254187751,3.53810485145088,Herbivore functional diversity,Herbivory,high_biomass,"Reserves with high herbivore biomass (≥10,000 kg/km²)",canopy_height_sd_100,canopy_height_sd_100_high_biomass
rf,mixed_feeder_biomass_kgkm2,3.62143551965636,1.11775149091681,Mixed feeder biomass (kg/km²),Herbivory,high_biomass,"Reserves with high herbivore biomass (≥10,000 kg/km²)",canopy_height_sd_100,canopy_height_sd_100_high_biomass
rf,n_herbi_sp_reserve,7.66684999619875,1.85925923826899,Herbivore species richness,Herbivory,high_biomass,"Reserves with high herbivore biomass (≥10,000 kg/km²)",canopy_height_sd_100,canopy_height_sd_100_high_biomass
rf,prop_burned_area,0.665158862803852,0.584399603642999,Proportion burned area,Fire,high_biomass,"Reserves with high herbivore biomass (≥10,000 kg/km²)",canopy_height_sd_100,canopy_height_sd_100_high_biomass
rf,CW_mean_species_body_mass,14.2879003841323,2.69747281047878,Mean body mass (kg; cwm),Herbivory,high_biomass,"Reserves with high herbivore biomass (≥10,000 kg/km²)",tree_cover_mean,tree_cover_mean_high_biomass
rf,MAP,23.9844421261501,4.4841104212539,MAP (mm),Environmental,high_biomass,"Reserves with high herbivore biomass (≥10,000 kg/km²)",tree_cover_mean,tree_cover_mean_high_biomass
rf,MAT,37.0180467281207,5.55439751515996,MAT (°C),Environmental,high_biomass,"Reserves with high herbivore biomass (≥10,000 kg/km²)",tree_cover_mean,tree_cover_mean_high_biomass
rf,fire_events_since_2001,0.0763029466020108,0.427782441785055,Fire frequency,Fire,high_biomass,"Reserves with high herbivore biomass (≥10,000 kg/km²)",tree_cover_mean,tree_cover_mean_high_biomass
rf,herbi_biomass_kgkm2,8.34899929303654,2.01079612919455,Herbivore biomass (kg/km²),Herbivory,high_biomass,"Reserves with high herbivore biomass (≥10,000 kg/km²)",tree_cover_mean,tree_cover_mean_high_biomass
rf,prop_burned_area,5.42854803073819,2.45380149814002,Proportion burned area,Fire,high_biomass,"Reserves with high herbivore biomass (≥10,000 kg/km²)",tree_cover_mean,tree_cover_mean_high_biomass
rf,CW_mean_species_body_mass,16.1192830661167,4.34689479295746,Mean body mass (kg; cwm),Herbivory,high_biomass,"Reserves with high herbivore biomass (≥10,000 kg/km²)",tree_cover_sd_100,tree_cover_sd_100_high_biomass
rf,MAP,16.8542868282875,4.31414083957098,MAP (mm),Environmental,high_biomass,"Reserves with high herbivore biomass (≥10,000 kg/km²)",tree_cover_sd_100,tree_cover_sd_100_high_biomass
rf,MAT,15.7344746772457,4.56205185889022,MAT (°C),Environmental,high_biomass,"Reserves with high herbivore biomass (≥10,000 kg/km²)",tree_cover_sd_100,tree_cover_sd_100_high_biomass
rf,browser_biomass_kgkm2,8.04515160954698,2.75754009599239,Browser biomass (kg/km²),Herbivory,high_biomass,"Reserves with high herbivore biomass (≥10,000 kg/km²)",tree_cover_sd_100,tree_cover_sd_100_high_biomass
rf,elevation_sd_1000,6.54573156529007,1.75157955625569,Elevation SD (m),Environmental,high_biomass,"Reserves with high herbivore biomass (≥10,000 kg/km²)",tree_cover_sd_100,tree_cover_sd_100_high_biomass
rf,fire_events_since_2001,0.547380063249637,0.706595971269412,Fire frequency,Fire,high_biomass,"Reserves with high herbivore biomass (≥10,000 kg/km²)",tree_cover_sd_100,tree_cover_sd_100_high_biomass
rf,grazer_biomass_kgkm2,7.19706449416432,2.579712056233,Grazer biomass (kg/km²),Herbivory,high_biomass,"Reserves with high herbivore biomass (≥10,000 kg/km²)",tree_cover_sd_100,tree_cover_sd_100_high_biomass
rf,herbi_biomass_kgkm2,1.61728309562277,0.956013385053449,Herbivore biomass (kg/km²),Herbivory,high_biomass,"Reserves with high herbivore biomass (≥10,000 kg/km²)",tree_cover_sd_100,tree_cover_sd_100_high_biomass
rf,herbi_fun_div_distq1,10.4645609430915,3.33806043741364,Herbivore functional diversity,Herbivory,high_biomass,"Reserves with high herbivore biomass (≥10,000 kg/km²)",tree_cover_sd_100,tree_cover_sd_100_high_biomass
rf,mixed_feeder_biomass_kgkm2,5.28992492583492,1.600029746545,Mixed feeder biomass (kg/km²),Herbivory,high_biomass,"Reserves with high herbivore biomass (≥10,000 kg/km²)",tree_cover_sd_100,tree_cover_sd_100_high_biomass
rf,n_herbi_sp_reserve,0.823733893988439,0.762717566291037,Herbivore species richness,Herbivory,high_biomass,"Reserves with high herbivore biomass (≥10,000 kg/km²)",tree_cover_sd_100,tree_cover_sd_100_high_biomass
rf,prop_burned_area,0.578766891764695,0.641804098233922,Proportion burned area,Fire,high_biomass,"Reserves with high herbivore biomass (≥10,000 kg/km²)",tree_cover_sd_100,tree_cover_sd_100_high_biomass
rf,CW_mean_species_body_mass,2.59662030911656,0.98802483618564,Mean body mass (kg; cwm),Herbivory,high_biomass,"Reserves with high herbivore biomass (≥10,000 kg/km²)",woody_cover_trend_venter2019,woody_cover_trend_venter2019_high_biomass
rf,MAP,6.65745338273163,1.75977595790233,MAP (mm),Environmental,high_biomass,"Reserves with high herbivore biomass (≥10,000 kg/km²)",woody_cover_trend_venter2019,woody_cover_trend_venter2019_high_biomass
rf,MAT,3.30146068916795,0.796401202057448,MAT (°C),Environmental,high_biomass,"Reserves with high herbivore biomass (≥10,000 kg/km²)",woody_cover_trend_venter2019,woody_cover_trend_venter2019_high_biomass
rf,browser_biomass_kgkm2,3.78849632218045,1.01255997935671,Browser biomass (kg/km²),Herbivory,high_biomass,"Reserves with high herbivore biomass (≥10,000 kg/km²)",woody_cover_trend_venter2019,woody_cover_trend_venter2019_high_biomass
rf,fire_events_since_2001,1.41369854707604,0.892021146116367,Fire frequency,Fire,high_biomass,"Reserves with high herbivore biomass (≥10,000 kg/km²)",woody_cover_trend_venter2019,woody_cover_trend_venter2019_high_biomass
rf,grazer_biomass_kgkm2,1.02471617971259,0.575943015671718,Grazer biomass (kg/km²),Herbivory,high_biomass,"Reserves with high herbivore biomass (≥10,000 kg/km²)",woody_cover_trend_venter2019,woody_cover_trend_venter2019_high_biomass
rf,herbi_biomass_kgkm2,1.64835867195925,0.623974866304036,Herbivore biomass (kg/km²),Herbivory,high_biomass,"Reserves with high herbivore biomass (≥10,000 kg/km²)",woody_cover_trend_venter2019,woody_cover_trend_venter2019_high_biomass
rf,herbi_fun_div_distq1,6.71370424593177,2.48011516216201,Herbivore functional diversity,Herbivory,high_biomass,"Reserves with high herbivore biomass (≥10,000 kg/km²)",woody_cover_trend_venter2019,woody_cover_trend_venter2019_high_biomass
rf,mixed_feeder_biomass_kgkm2,2.15286331789486,0.738309328479653,Mixed feeder biomass (kg/km²),Herbivory,high_biomass,"Reserves with high herbivore biomass (≥10,000 kg/km²)",woody_cover_trend_venter2019,woody_cover_trend_venter2019_high_biomass
rf,n_deposition,45.2421860404421,4.12841362707601,N deposition ([kg/km²]/year),Global Change,high_biomass,"Reserves with high herbivore biomass (≥10,000 kg/km²)",woody_cover_trend_venter2019,woody_cover_trend_venter2019_high_biomass
rf,n_herbi_sp_reserve,1.97829316939421,1.1886360122007,Herbivore species richness,Herbivory,high_biomass,"Reserves with high herbivore biomass (≥10,000 kg/km²)",woody_cover_trend_venter2019,woody_cover_trend_venter2019_high_biomass
rf,prop_burned_area,0.0058917930805187,0.0297657929576663,Proportion burned area,Fire,high_biomass,"Reserves with high herbivore biomass (≥10,000 kg/km²)",woody_cover_trend_venter2019,woody_cover_trend_venter2019_high_biomass
