system:index,evi_absolute_trend_robust,evi_absolute_trend_sens,evi_absolute_trend_simple,evi_relative_trend_robust,evi_relative_trend_sens,evi_relative_trend_simple,rsrv_nm,source,.geo
00000000000000000027,,,,,,,Farm_114,EWT,"{""type"":""Polygon"",""coordinates"":[[[26.557210873968494,-30.769893038835892],[26.56207570324435,-30.773562869672745],[26.572108688244857,-30.780782163929974],[26.582092639403836,-30.767458380374105],[26.581695787828206,-30.766999060174157],[26.581365797568964,-30.766089434829077],[26.581142804154158,-30.765206529128694],[26.580745950928385,-30.764207728901113],[26.58034909701326,-30.76340061150528],[26.580456094655982,-30.76266934083889],[26.580014695310645,-30.762044995892087],[26.58001910480883,-30.761781975370845],[26.5801618285205,-30.760979319301658],[26.580322370092155,-30.760292625761085],[26.58041595929713,-30.759498896450182],[26.58049623000778,-30.758807725224614],[26.580563182238137,-30.758339487317706],[26.580313461117765,-30.757728597789793],[26.580157329035366,-30.757050845381006],[26.579849654031616,-30.756511330655186],[26.579265529332467,-30.756190221418663],[26.579096077996464,-30.755592732845436],[26.579122895051107,-30.754812352643825],[26.578752765424994,-30.75431737570206],[26.578726038317193,-30.753902738720605],[26.578235500844162,-30.75334084898972],[26.57750423719363,-30.752538239119087],[26.587412363680798,-30.749670999852047],[26.597735150803132,-30.74794538442211],[26.60658649363335,-30.733809971574782],[26.6140465522288,-30.729061023093937],[26.604874181719914,-30.727437947605775],[26.58695747972986,-30.72415605203923],[26.58924502838876,-30.715224431387036],[26.5770002884481,-30.712071899443124],[26.57621106648436,-30.711880177183023],[26.57605943116568,-30.712120962743512],[26.571876776498748,-30.719197540515385],[26.568487886436955,-30.72464655815702],[26.567957279463148,-30.72721941857815],[26.557210873968494,-30.769893038835892]]]}"
00000000000000000028,,,,,,,Farm_115,EWT,"{""type"":""Polygon"",""coordinates"":[[[25.71934577426284,-30.467142378807527],[25.724580689738055,-30.468154604045708],[25.72781362232982,-30.472662707315195],[25.727724408599638,-30.472992737139894],[25.72774671203489,-30.47336283759071],[25.727969655990886,-30.473826558331886],[25.728192599766476,-30.47422786479301],[25.72842005821588,-30.474473173376026],[25.72866972954098,-30.47466932790143],[25.729084463361293,-30.474870026995944],[25.72966859317153,-30.47513307957765],[25.73033299530484,-30.47542295314284],[25.73084578840746,-30.475587913688713],[25.73132291358492,-30.475726149050814],[25.731626127830747,-30.47583762574867],[25.73176879552592,-30.476033865224466],[25.732495677254967,-30.4800202925493],[25.73283898147364,-30.480104962047193],[25.73329831498584,-30.480171898828978],[25.733708527065343,-30.480256553695806],[25.73395376912581,-30.480368103797108],[25.734346192085876,-30.480568703037104],[25.73474303894163,-30.48087638986045],[25.735122006837997,-30.48114844791668],[25.73546097363001,-30.481420414567246],[25.735790910537744,-30.48190647441542],[25.736022787142424,-30.48226316072623],[25.736165452557483,-30.48258868800529],[25.736317057053494,-30.482833956135824],[25.73645529788795,-30.483101530428396],[25.7366560223723,-30.483369038989192],[25.736865595552928,-30.483663344319325],[25.737208894317043,-30.484060250780608],[25.737507677663622,-30.484416907357005],[25.737686008457615,-30.48468445967654],[25.73796691308376,-30.48498771767474],[25.73821666603965,-30.485183871237776],[25.738457479683493,-30.48542915957714],[25.73869377843071,-30.485696689863712],[25.73882759368005,-30.485946428692213],[25.739068316494905,-30.48638344063925],[25.73919770717807,-30.4868248350412],[25.73930470501032,-30.487221730471198],[25.739398339366026,-30.487605226504595],[25.73939382469194,-30.48799311301851],[25.739300190334696,-30.48838553461938],[25.73921107062269,-30.488818030912835],[25.73902380175171,-30.48941108322336],[25.73903265052477,-30.48975004453649],[25.739032650524766,-30.489825792745833],[25.738943530725983,-30.490258367499862],[25.73884095714267,-30.490597229403964],[25.7387740495294,-30.49094061043918],[25.738756171378967,-30.49123934424429],[25.73884538153218,-30.49160500861571],[25.738867684065955,-30.49184130631961],[25.738970257639288,-30.492033086208696],[25.739121860588213,-30.49230952073285],[25.73928240251201,-30.492559257511324],[25.739483034638113,-30.492858027223733],[25.739688181287026,-30.493094345856843],[25.73977287646975,-30.493348521866245],[25.739808542343795,-30.493473415106912],[25.73988881311678,-30.493665141966584],[25.739982447273402,-30.49375431263412],[25.740107322863675,-30.49385687733056],[25.740504161401656,-30.494155628310516],[25.740673641530865,-30.49429382539915],[25.74094117974256,-30.494445495287437],[25.741266685720205,-30.49471301223467],[25.741453953062052,-30.494900272486394],[25.741726005149363,-30.495199035223923],[25.74189539423185,-30.495381873793818],[25.74214514361594,-30.49569843666199],[25.742439406969638,-30.496242503755155],[25.74267579258347,-30.496581367200747],[25.742992357567196,-30.497036219575353],[25.74325546920113,-30.49735281978884],[25.74348733950542,-30.497727345957305],[25.7435764578296,-30.498026096494495],[25.743656727501087,-30.498360529427647],[25.743719209613815,-30.49866825174075],[25.74382178137498,-30.49898930003955],[25.74389311206656,-30.499203282752642],[25.74403134908823,-30.499533266309633],[25.74408037761675,-30.499930124879157],[25.74429445972611,-30.500393871976055],[25.744414818763598,-30.500451845411472],[25.744508451376653,-30.500924531547028],[25.744686777624626,-30.501325886634795],[25.744829528831257,-30.501851994140267],[25.744949887634032,-30.502373732366948],[25.745079185253818,-30.50295785777757],[25.745186271085526,-30.503519726031943],[25.745226360542965,-30.503983465588924],[25.74530220544641,-30.504572059346128],[25.745346809463182,-30.505147260845813],[25.74544044175818,-30.505530760254327],[25.745453804898926,-30.50616846823844],[25.745422564041835,-30.50680608322333],[25.745382474613066,-30.50746603087842],[25.745346809463182,-30.50825530711943],[25.745306629731807,-30.5088884940557],[25.7452620257085,-30.50942354246815],[25.745226360542965,-30.509865003558467],[25.745253086844663,-30.510520505394915],[25.74523972369414,-30.51091738610984],[25.745275388857948,-30.511309818890247],[25.745186271085526,-30.51181814166553],[25.74507476096476,-30.512272974195596],[25.744891920385275,-30.51270993877795],[25.744789349024124,-30.513204884735444],[25.744686777624626,-30.513659711598603],[25.74461544713935,-30.51406553730177],[25.744557479819925,-30.514921625246767],[25.744508451376653,-30.51527836873453],[25.74444605973544,-30.51576442240017],[25.74423649233888,-30.516205871371575],[25.74395107952632,-30.516633926786604],[25.74375487497526,-30.517191350577672],[25.74344273518639,-30.517699626679914],[25.743148472908217,-30.518065277273703],[25.742921026641522,-30.51839530085153],[25.742724821354134,-30.518908101063435],[25.742573220394068,-30.519215738613667],[25.742359136942184,-30.519692928497548],[25.742162931253205,-30.520076370785713],[25.74183300199667,-30.520740753200382],[25.741395985075,-30.521547907617894],[25.74109720595696,-30.521895674805833],[25.740758336409744,-30.522319276573796],[25.74040610305858,-30.5226269855106],[25.740004749714885,-30.522934657246214],[25.739634637304086,-30.523358296968777],[25.739224434066656,-30.52388888085887],[25.73901034800438,-30.524196592638937],[25.73879192767867,-30.524495312023156],[25.738595719441438,-30.524945715727124],[25.738444116202228,-30.52534700371426],[25.73822560513257,-30.52572605397814],[25.7376146761539,-30.526470730474376],[25.737217833442728,-30.52684531273853],[25.73674965763044,-30.52716633374923],[25.736397328846298,-30.527460626978556],[25.73608969542541,-30.527679097147058],[25.735701699393204,-30.52788872763023],[25.735309368661998,-30.528098288915533],[25.734925886276336,-30.528285597697238],[25.734631524581527,-30.528455010095342],[25.73421237465526,-30.528740386298406],[25.733860132915716,-30.528967850717752],[25.73361037600271,-30.529279966136684],[25.733387436614432,-30.52956088230283],[25.733231406023815,-30.529873042372216],[25.733030769335688,-30.530207462634753],[25.73283898147364,-30.530497280971666],[25.73259816290954,-30.530764855706497],[25.732330616578643,-30.530974455126337],[25.73204076690198,-30.531224124759085],[25.73167515857231,-30.531326688932506],[25.73130503495011,-30.531442648245903],[25.731050851203342,-30.53156305632439],[25.730658513840442,-30.53166560537105],[25.73029281337847,-30.5318394926126],[25.729878171674514,-30.53193757345106],[25.729021977922553,-30.53219171964689],[25.733231406023815,-30.536204931508944],[25.761689358873145,-30.53790384134639],[25.767914246120046,-30.53745347365975],[25.771771425482864,-30.537663033781584],[25.763517646999553,-30.513731087203524],[25.7641597569433,-30.51368647638626],[25.78215221491279,-30.51563066342401],[25.785995921699392,-30.519006219304295],[25.79153857823844,-30.51984451540025],[25.796456963679756,-30.519331726651608],[25.798682042916884,-30.512910627840796],[25.798851486898975,-30.5124646564189],[25.80070651693296,-30.51091294153846],[25.8010766367387,-30.511006559342665],[25.8010766367387,-30.510672125649684],[25.801473476826807,-30.51065876362794],[25.801852532591543,-30.510680999790623],[25.802204776839183,-30.51069883678831],[25.80268186756098,-30.510774656115032],[25.8030519846655,-30.51089511213106],[25.803466695766065,-30.51117596868643],[25.803787703747904,-30.511363280300134],[25.804380791171305,-30.51133205488122],[25.8050808493105,-30.511184896793413],[25.80182129819994,-30.50817950038774],[25.799680921335096,-30.504549792492163],[25.78535386322391,-30.499800801686717],[25.784453064903335,-30.499497635187883],[25.784769671748972,-30.499216677761478],[25.784970360756105,-30.49905615203709],[25.7851175145448,-30.49881533090773],[25.785331564484125,-30.498547851980625],[25.785630295222607,-30.498293672871327],[25.785964685481346,-30.498061757900732],[25.786178734753275,-30.49792354014568],[25.786379422719662,-30.497763012857412],[25.786490915970262,-30.497513351430378],[25.78584876838642,-30.4974241343303],[25.78518441081135,-30.497491052652034],[25.78372623096915,-30.49630489045952],[25.76874368467737,-30.486271933069627],[25.76176519921642,-30.488648600634264],[25.761172109113485,-30.48716371673267],[25.76267040626007,-30.486815899662542],[25.7624563385176,-30.485915175872154],[25.762318110797217,-30.48499664077184],[25.76229138616131,-30.484109270184888],[25.76224678490501,-30.483279871823804],[25.762211121951918,-30.4824281931766],[25.76226457123683,-30.481589889072215],[25.76226908553407,-30.48092993133916],[25.762090680450633,-30.480372512640354],[25.76180086222771,-30.47998009213523],[25.761506529387642,-30.479636769517647],[25.761274674338274,-30.479315720652398],[25.76094919213217,-30.47907493433198],[25.760596894450355,-30.478959029028477],[25.760302560313704,-30.478758343165286],[25.760026102624334,-30.47848190586019],[25.759767521436483,-30.478178685180055],[25.759459823950156,-30.477808520446374],[25.759125401172078,-30.477420569511292],[25.7588489422924,-30.477202099364362],[25.75854124377238,-30.476983583453727],[25.758122130383892,-30.476921142686816],[25.75774310397888,-30.476867687312367],[25.757439828304175,-30.47676959247765],[25.757261510356933,-30.47645745125665],[25.75723027084636,-30.47609627331776],[25.75727487292106,-30.475739489738224],[25.757319474988485,-30.47536493521871],[25.75727929701309,-30.475043882272253],[25.7570340758039,-30.474834368251898],[25.756704074161096,-30.4747362516713],[25.7563161975763,-30.474553379648206],[25.755865750824444,-30.47438844973982],[25.755629466874005,-30.47415657085464],[25.755593803057877,-30.47415205357682],[25.75479114024538,-30.473773048718595],[25.754269453299322,-30.47353222847607],[25.754019714959753,-30.473269192364853],[25.75454591680647,-30.473032857384904],[25.779088748195395,-30.460534030707265],[25.75775646651948,-30.462754652318218],[25.71934577426284,-30.467142378807527]]]}"
00000000000000000029,,,,,,,Farm_116,EWT,"{""type"":""Polygon"",""coordinates"":[[[25.79557407664092,-30.35999908391591],[25.796086837561646,-30.379088531983527],[25.80075553526801,-30.3958859491794],[25.818850547440977,-30.394334172387747],[25.818779236404875,-30.393950736255906],[25.818739067521804,-30.393696530946368],[25.8189442446977,-30.393357593796186],[25.819354508314024,-30.392902780191644],[25.81958189067424,-30.392434566920233],[25.81983156874162,-30.392184934357307],[25.820313141656435,-30.391680986110572],[25.8206966843051,-30.391230663870406],[25.82088389696947,-30.390838260340907],[25.820950784394192,-30.39028974724357],[25.820852755045408,-30.38983494881057],[25.8208884102915,-30.38946479620902],[25.821124727727316,-30.388992150171305],[25.821485883194224,-30.388479382675754],[25.82174458611285,-30.388064671072748],[25.821891719902002,-30.387404760843253],[25.821842615137136,-30.386891951112915],[25.821655403138948,-30.3864638366873],[25.821365558269896,-30.386111616229414],[25.82128522126876,-30.38556763131907],[25.821463587432103,-30.385219762975424],[25.82154834742482,-30.385086040400235],[25.829093143604705,-30.38465793842532],[25.828620522516182,-30.383926600958354],[25.817807147754507,-30.36709799404774],[25.79557407664092,-30.35999908391591]]]}"
0000000000000000002a,-0.0038672662768601228,-0.002150489090275636,-0.003867266276860145,-1.7181866149225042,-1.1427724578108311,-1.7181866149225073,Farm_117,EWT,"{""type"":""Polygon"",""coordinates"":[[[25.10501985701348,-30.677014447926535],[25.121982235116917,-30.691239009949957],[25.122276571296812,-30.691488654514007],[25.129593991829417,-30.698168374121078],[25.148982139265524,-30.68933934532995],[25.15016824991079,-30.68879533804547],[25.151198289801588,-30.68822909240977],[25.15266983423383,-30.687346172116666],[25.153762292139344,-30.68688690060541],[25.154453411201576,-30.686507873901416],[25.155559343349942,-30.686048600718603],[25.174086846405682,-30.671489576039065],[25.17914344716689,-30.6640562652416],[25.177319751016736,-30.660738730404216],[25.156928272879703,-30.629096957633735],[25.145080428533106,-30.637212527016363],[25.129531561063377,-30.641305954116607],[25.119877538123454,-30.64383869803513],[25.11682755349836,-30.64454774431283],[25.10501985701348,-30.677014447926535]],[[25.147256435430947,-30.665710585009908],[25.143675801045266,-30.663066400427418],[25.14328784230147,-30.663356179323245],[25.139827587843993,-30.668007087232624],[25.144701428524176,-30.669536473576485],[25.147256435430947,-30.665710585009908]]]}"
0000000000000000002b,-0.0012169223624687658,-5.252360813615312E-4,-0.00121692236246876,0.007379427792473616,0.09775792818244215,0.007379427792502369,Farm_118,EWT,"{""type"":""Polygon"",""coordinates"":[[[24.95927856985889,-30.818590915590004],[24.9787737915521,-30.83925879202442],[24.990362974457476,-30.84772221445509],[25.0255898873302,-30.841403618663332],[25.026026860411193,-30.841167294003075],[25.056339870832648,-30.82436986850358],[25.05285733228513,-30.81412733073861],[25.048830751063143,-30.801659716759296],[24.997167574464868,-30.800527089294903],[24.990282685236092,-30.798912845648623],[24.979830620662348,-30.805530160746716],[24.978849557484015,-30.80619456653334],[24.977128390277592,-30.80723803677969],[24.975509684866648,-30.808259180565525],[24.96196301920721,-30.816834003192415],[24.960883864801673,-30.81755193644402],[24.960411230116883,-30.818381273625533],[24.95995633784583,-30.818577557654184],[24.95927856985889,-30.818590915590004]]]}"
0000000000000000002c,,,,,,,Farm_123,EWT,"{""type"":""Polygon"",""coordinates"":[[[25.573791758845775,-33.22828910134259],[25.578375740025095,-33.23894631461037],[25.59894113327965,-33.235468263559724],[25.59799573539482,-33.22317005397008],[25.608149135136,-33.22130168898729],[25.601460492626718,-33.20018338762733],[25.59839711206179,-33.200883420986905],[25.58934960308543,-33.20295691948522],[25.588948213664224,-33.21856383132017],[25.573791758845775,-33.22828910134259]]]}"
0000000000000000002d,0.0014334215519225912,0.0011000169275525735,0.001433421551922625,1.7329454705074514,1.3382883141757154,1.732945470507512,Farm_126,EWT,"{""type"":""Polygon"",""coordinates"":[[[24.607500084370038,-30.941916246984672],[24.63685884041714,-30.958954434286778],[24.636114130680607,-30.96977223127261],[24.649054508449566,-30.96428306717241],[24.65191273121136,-30.963074722126812],[24.652938373542995,-30.96268671720435],[24.65367851950934,-30.96242809065457],[24.657401878067102,-30.961170616109417],[24.681998300107562,-30.952854449698883],[24.70045457403321,-30.946620625826878],[24.685547791352054,-30.942415695017637],[24.707758535143,-30.909199800277715],[24.70278216408329,-30.907697129594844],[24.700244942537545,-30.9073358875918],[24.685052772597402,-30.910372590608834],[24.688628960111878,-30.904794200669652],[24.69219623459336,-30.88898674494354],[24.69934870765677,-30.879881200725702],[24.68280542982306,-30.867618722232923],[24.690613269871953,-30.86142059327086],[24.68896787804146,-30.855922469429945],[24.682114264526017,-30.85134742023022],[24.68158363641609,-30.851075439859013],[24.681641618695064,-30.85102189775139],[24.680673947624197,-30.850995144892465],[24.679857934666302,-30.85119136322212],[24.677922671231364,-30.851097710131015],[24.675385459459143,-30.851142362715827],[24.675372050830745,-30.851142363946572],[24.67176465913346,-30.850602762748338],[24.66981603509785,-30.849728753629094],[24.66864330421436,-30.849131232654784],[24.667488417970464,-30.84829298991922],[24.66609271044581,-30.847597303299715],[24.664367027022465,-30.847503680972718],[24.663194278898864,-30.847869312275336],[24.662587880412325,-30.84830637107208],[24.661490870144345,-30.848841442900355],[24.66027353648893,-30.849189278550117],[24.65918557966404,-30.84955038888107],[24.657178994043523,-30.850540364187562],[24.655738670772397,-30.85170416309254],[24.65330396180063,-30.853108809284162],[24.65104772836734,-30.853942607010946],[24.64973223522346,-30.854856761778944],[24.64796642822191,-30.85537847715198],[24.646900724450134,-30.855931430433913],[24.646664424476707,-30.856074056543303],[24.643980035401114,-30.85731817266475],[24.639993600022038,-30.858811982013822],[24.637255704229258,-30.86068476204463],[24.63594025311183,-30.862053772538413],[24.632934849485576,-30.863583181713366],[24.629536990075586,-30.86445718805289],[24.626914999499025,-30.866089235164335],[24.625978628105234,-30.869362202047512],[24.62582703611658,-30.87218930226239],[24.626219381066072,-30.875542554562493],[24.626696537212144,-30.877696268762158],[24.627271733370755,-30.880148794134747],[24.628212632055646,-30.88207510084463],[24.629215958726935,-30.884206593134145],[24.629438859438466,-30.885727098398068],[24.629305119027443,-30.887216440779056],[24.628729925984622,-30.88854529660277],[24.627824729098858,-30.889994433006695],[24.62754374611809,-30.891287588468867],[24.627022101245668,-30.892571841774057],[24.626304102150318,-30.894582932412423],[24.625911757289327,-30.89631302334508],[24.626228351534714,-30.89789152770767],[24.625893906947567,-30.900286039778813],[24.624917392289,-30.902310492436996],[24.62328530144004,-30.90310873012331],[24.621983302499174,-30.90333161078094],[24.62060092608306,-30.90388011930264],[24.621144961036507,-30.90458019744238],[24.62222405801919,-30.908691489846355],[24.6172075763948,-30.92012013974481],[24.607500084370038,-30.941916246984672]]]}"
0000000000000000002e,5.991243060711468E-4,-1.2198650826523717E-4,5.991243060711644E-4,0.890919809045931,-0.14304756467862564,0.8909198090459653,Farm_127,EWT,"{""type"":""Polygon"",""coordinates"":[[[22.38313553638956,-31.884962569852046],[22.390912219106337,-31.889332497070004],[22.391081660542994,-31.89015301841642],[22.393917596125455,-31.891018115652752],[22.425153626826532,-31.90871621575689],[22.469588611549092,-31.898629757330514],[22.473222705960254,-31.82381048827973],[22.516877335178233,-31.82873331482156],[22.567581753155686,-31.828309734417935],[22.61138350350073,-31.838962531189015],[22.61234668824089,-31.839185502777738],[22.612088068853605,-31.821518559936546],[22.57834155776948,-31.80549701510546],[22.564808213968632,-31.797149513484435],[22.53787966093071,-31.780383295022325],[22.51444717090845,-31.761267157598386],[22.507076256304423,-31.762925944753786],[22.48176191071099,-31.781894983269158],[22.465686853197447,-31.793386031925134],[22.45741074410751,-31.79215532850504],[22.45545766585522,-31.791865517606634],[22.451832435897643,-31.799503914335773],[22.45590803367391,-31.800538473757687],[22.447591847638687,-31.812965939410557],[22.42863622918521,-31.841267865855347],[22.389208799513494,-31.87770323133948],[22.38313553638956,-31.884962569852046]]]}"
0000000000000000002f,5.991243060711468E-4,-1.2198650826523717E-4,5.991243060711644E-4,0.890919809045931,-0.14304756467862564,0.8909198090459653,Farm_128,EWT,"{""type"":""Polygon"",""coordinates"":[[[22.309248242685456,-31.574247983744737],[22.317885461596333,-31.56637769672336],[22.31972712124904,-31.56467873687514],[22.37850701549789,-31.57414988938657],[22.354664130660236,-31.595589257201535],[22.355025305227517,-31.59924572083091],[22.355141270350046,-31.605399232857746],[22.394196359900224,-31.62178421510971],[22.4332514005588,-31.638169166815203],[22.480473221373966,-31.611918440521524],[22.496146943698953,-31.60317417571227],[22.51936333324347,-31.587054499180283],[22.54257956473375,-31.570934918060193],[22.542570652567033,-31.566127982964737],[22.542584020817085,-31.56490615729792],[22.54224072047159,-31.528283570310013],[22.491745890336585,-31.55152441338476],[22.46327005275005,-31.580191948358095],[22.41205722928881,-31.57662466759146],[22.410166569380785,-31.576464189533098],[22.435373855822863,-31.528854326295576],[22.443440374679078,-31.520605044929564],[22.45333960726792,-31.525175620158773],[22.45623798803025,-31.514375607137566],[22.460558854715444,-31.50252781618821],[22.46096911350779,-31.50085119401918],[22.462150778175666,-31.498238168600853],[22.46617732473289,-31.49489380527745],[22.46666788703332,-31.487897480577214],[22.467854002992706,-31.486764883001758],[22.468554103756972,-31.4846602142764],[22.471474733169753,-31.482390475568366],[22.47287493049693,-31.47950993421535],[22.472701042730883,-31.47347679875909],[22.44693184368094,-31.4830682683206],[22.415004718317242,-31.495107848921123],[22.403348604122247,-31.509515251706823],[22.400878306990734,-31.51274358075653],[22.336252574484003,-31.514424658340708],[22.32111391286082,-31.512065818540215],[22.293248970759755,-31.507838597758745],[22.290310434742576,-31.510594288956135],[22.271171942428698,-31.52949645814201],[22.275871813233103,-31.541843719963552],[22.280995349935093,-31.554717138349595],[22.293917865135207,-31.587977573480654],[22.308998478383074,-31.584704549244123],[22.309248242685456,-31.574247983744737]],[[22.309145644680942,-31.5731421723163],[22.305275203026927,-31.557147334127013],[22.309141187852596,-31.573142161525208],[22.309248242685456,-31.574247983744737],[22.309145644680942,-31.5731421723163]]]}"
00000000000000000030,,,,,,,Farm_13,EWT,"{""type"":""Polygon"",""coordinates"":[[[29.12917573167277,-24.631775460136137],[29.1352579223564,-24.648907321084163],[29.13847293149669,-24.65795933270562],[29.141179619424634,-24.66558434782041],[29.172161454098664,-24.655497909807035],[29.16779155596004,-24.644145030915276],[29.16574034457424,-24.638825261196903],[29.163082715179325,-24.63191366377306],[29.158908981943753,-24.621069174407875],[29.141469504742904,-24.627405535528517],[29.12917573167277,-24.631775460136137]]]}"
00000000000000000031,0.002725928208941035,0.003030301780775844,0.0027259282089410557,0.5868070062573624,0.6945218918508673,0.5868070062573666,Farm_131,EWT,"{""type"":""MultiPolygon"",""coordinates"":[[[[26.767305805449475,-33.19615682692058],[26.77296001544519,-33.20213198094724],[26.773383592060938,-33.20262697988289],[26.777949733942858,-33.207919915218206],[26.7780255283107,-33.208009127257085],[26.778484789472827,-33.208544230257885],[26.778582881346857,-33.20865119085882],[26.782194807639694,-33.21284277941472],[26.782283996913513,-33.21294089007351],[26.804039881432093,-33.183756032400034],[26.812400743807288,-33.172536919496444],[26.809346230750748,-33.171324107082086],[26.807687437326987,-33.172126761240605],[26.80663068262031,-33.17280892823272],[26.803063389810276,-33.17659920176097],[26.80245692356855,-33.17700944651408],[26.799558520330937,-33.17857461182598],[26.79858200870955,-33.17918102787551],[26.797868546535046,-33.17954663667415],[26.794867502830773,-33.18074619724431],[26.793199878947043,-33.18133026845515],[26.79228123743558,-33.181530981791695],[26.791331485009593,-33.18163801116634],[26.7846116263516,-33.18140613430846],[26.783688543381942,-33.18143285240583],[26.781753356164387,-33.181954584571265],[26.780825855632536,-33.18254316916815],[26.77911802524516,-33.183849703357986],[26.768251166023223,-33.195376473912326],[26.767305805449475,-33.19615682692058]]],[[[26.67205502600593,-33.1926564372025],[26.674792914384092,-33.19877874212975],[26.675069336976588,-33.19939411157223],[26.678123815415887,-33.20622545727651],[26.67899336763165,-33.20694340842076],[26.67996545950871,-33.208022510030474],[26.68066994688648,-33.208575411630065],[26.682364413453005,-33.20934238727661],[26.682872804891975,-33.209449402953126],[26.689111030019248,-33.21040814458745],[26.691166654120106,-33.210483885482205],[26.697931173516096,-33.209569824761154],[26.685615148425423,-33.22297829676306],[26.68775994203309,-33.22776740929127],[26.687804555680543,-33.22786549528309],[26.687849079372256,-33.22795914627817],[26.689325102195163,-33.23124991222557],[26.692477696006044,-33.23413944053115],[26.69274968946252,-33.234233078040305],[26.693293675382225,-33.23409035081713],[26.69353445708687,-33.233987834181846],[26.694305910206907,-33.233925370970255],[26.694479772364534,-33.23383620906241],[26.694903409026303,-33.233871893441815],[26.696183218596044,-33.23368014103193],[26.69843503242718,-33.23298003999945],[26.698983501616212,-33.23285963997441],[26.69928669710795,-33.23273930135585],[26.699607790668185,-33.232534167237326],[26.699692516118812,-33.23228002699088],[26.69976384017279,-33.23136142868709],[26.700481756430143,-33.23095565446021],[26.700628901095666,-33.23083079764909],[26.700709129075356,-33.230656928767694],[26.700700224850333,-33.23028228555246],[26.70079385410779,-33.22947524144472],[26.700820656712196,-33.229100635667],[26.70109713708117,-33.22861460495674],[26.702046917390838,-33.22815974060608],[26.704111416435126,-33.22728133238147],[26.705480393433042,-33.226630337497944],[26.705560709607084,-33.22657235738231],[26.705587421698873,-33.226514406552475],[26.705587421698873,-33.22647423050403],[26.705556212621627,-33.226385083971344],[26.70478030139143,-33.225328234238205],[26.70441469489714,-33.22439180137295],[26.710871496156592,-33.22145777568953],[26.710889303793625,-33.22141317375177],[26.711023040900983,-33.22127492709804],[26.711228188251184,-33.22110994809614],[26.711433335412355,-33.22094496878418],[26.712329559175846,-33.220481217611116],[26.713760991472864,-33.21913455332257],[26.71479993430506,-33.218028686455725],[26.71493366906272,-33.21787706965753],[26.715696234446746,-33.217119045555684],[26.716253564752908,-33.216610755104035],[26.71670396072689,-33.216280757227054],[26.716846687855018,-33.2158927609359],[26.71832260869655,-33.21575900087959],[26.720516461348815,-33.21566095462461],[26.723820689569596,-33.21557174379066],[26.723999025303605,-33.21549145354392],[26.725069216564034,-33.21576791624327],[26.72694653541128,-33.21599088355176],[26.72867221584224,-33.215950792229286],[26.730090143333292,-33.2155361174407],[26.731173704696662,-33.21500098823817],[26.733175882666877,-33.21399765260767],[26.73581122275546,-33.21308805650291],[26.736546918141617,-33.21282490595951],[26.737104375957255,-33.2126153882432],[26.737238097279842,-33.21256184503399],[26.739851177372742,-33.2115050338475],[26.74347641747052,-33.21004691369688],[26.76388128957094,-33.197864630130816],[26.758962827043018,-33.196794451974235],[26.74603591955109,-33.19286156857425],[26.74395355557821,-33.1921971389202],[26.7435789312103,-33.19197419058353],[26.74212979617231,-33.188625363621064],[26.741701663303637,-33.18834893643489],[26.74128701839376,-33.18815270160051],[26.730968665687953,-33.18449621894884],[26.73046029402993,-33.184282215351594],[26.73003663510327,-33.183961208551054],[26.725332356919264,-33.178561166054266],[26.72341041791222,-33.176398573664535],[26.723165171866505,-33.17619344195475],[26.72290211887623,-33.176046295524316],[26.72254985221302,-33.17593030399561],[26.718032749444447,-33.17498504840325],[26.71742191232762,-33.174815539668046],[26.715758649754598,-33.174146667171094],[26.71433622392427,-33.17360267435572],[26.712249335379372,-33.172924927165404],[26.700352420146448,-33.1706463064633],[26.693039491650055,-33.16839442010218],[26.680549594118045,-33.16854602643927],[26.672121861212297,-33.16402455336844],[26.67205502600593,-33.1926564372025]]]]}"
