WDPAID,WDPA_PID,PA_DEF,NAME,DESIG_ENG,IUCN_CAT,GIS_AREA,spatial_predictor1,spatial_predictor2,spatial_predictor3,spatial_predictor4,spatial_predictor5,Biome,unique_id,lon,lat,elevation,chelsa_map,chelsa_mat,n_deposition,fire_frequency,venter_woody_cover_trend,mean_burned_area,mean_prec,mean_mat,mean_woody_cover,mat_coef,mat_p_value,prec_coef,prec_p_value,burned_area_coef,burned_area_p_value,woody_cover_change,woody_cover_ha_p_value,woody_cover_sd_ha_coef,woody_cover_sd_ha_p_value,woody_cover_sd_km_coef,woody_cover_sd_km_p_value,mean_woody_cover_sd_ha,mean_woody_cover_sd_km,mat_change,prec_change
1353,1353,1,Umtamvuna Nature Reserve,Nature Reserve,Not Reported,27.353069431604,0.00223680734040982,0.00239507733177526,0.00196092192444749,0.00177320998628504,0.00191488359132175,Indian Ocean Coastal Belt,1353,30.1566975747903,-30.9794836237837,297.866607666016,1164.39038085938,19.3622245788574,403.40673828125,3.62642765045166,0.0895256027579308,0.0526997588300067,1042.13910538111,19.7192310431065,64.2852565765381,0.0168260170878012,0.00270220175493124,-0.650630935574958,0.84997467666602,-0.000429163129629186,0.769069302719723,-0.427375287767294,0.272554781629629,-0.0315396247892346,0.474677315565972,-0.0190068504417994,0.6819314912782,18.0058902740479,36.3751502990723,0.0853279575203478,-0.0624322542178304
1354,1354,1,Tussen-die-Riviere Game Farm,Nature Reserve,Not Reported,182.724706417878,-0.00440747243061279,-0.00424392243484545,-0.00432519025924833,-0.00423084341844119,-0.00374593395351984,Grassland,1354,26.2037205278934,-30.4839202820656,1320.05944824219,524.333251953125,16.7396240234375,435.373474121094,0.0458630733191967,0.44270321726799,0.00116764037613848,635.716244428586,16.3422085199601,3.55547754764557,0.0218210020178533,0.0552465654825817,-4.38596375524028,0.244905898155325,8.66842017938809e-05,0.619620560214425,0.196285468450827,0.00792191689423845,0.204888625873875,0.00592661466754331,0.470028407953193,0.0123533597453775,4.22449612617493,9.41168575286865,0.133525416660799,-0.689924757103322
1355,1355,1,Willem Pretorius Game Reserve,Nature Reserve,Not Reported,120.978221876134,0.00713453485341596,0.00703238020493348,0.00655854351965972,0.0064935547431299,0.00715282689444975,Grassland,1355,27.2350461360658,-28.3041675775462,1394.25500488281,572.560485839844,16.5796375274658,556.246032714844,0.641679048538208,0.356868058443069,0.0233821725005778,727.03807811248,16.3693192310822,4.07990384101868,0.0337550451099994,0.00669197715069179,-5.96622891448832,0.0676471183833977,0.00156018895470196,0.108214789416399,0.305536122822087,0.000147853728086803,0.185288645712231,0.0215289538295584,0.451140812728464,0.000602602173106345,3.17906568050385,8.30198330879211,0.206209217582519,-0.820621243109812
1357,1357,1,Suikerbosrand Nature Reserve,Nature Reserve,Not Reported,113.3314773925,0.0180498328265614,0.0181008509534846,0.0190474523500703,0.0207945742240041,0.0221057767847509,Savanna,1357,28.2260072363037,-26.5116495701039,1710.49487304688,783.028259277344,15.0758123397827,1515.59973144531,6.69178628921509,0.618887841701508,0.14936628844589,801.557513897236,16.0658428974641,14.6310416221619,0.0362629801943264,0.00124591037273265,-4.31046145836632,0.0974629253695609,0.00197203918277154,0.457184630681507,0.666756525679224,0.0302639631450674,0.180387506344083,0.0155892671358343,0.57599941119785,0.00136311511727537,8.0271803855896,19.9786863327026,0.225714769064811,-0.537760720052204
4026,4026,1,Goukamma Provincial Nature Reserve,Nature Reserve,Not Reported,23.0963202554701,-0.0318624320889637,-0.0318563893260236,-0.0316881292932918,-0.031440488959548,-0.0319844779709961,Albany Thicket,4026,22.8815542232078,-34.0411252537445,64.9140777587891,763.997863769531,17.1791477203369,91.3839874267578,0.600320935249329,-0.378094702959061,0.0168154149626692,,,61.322883605957,,,,,,,,,,,,,10.7178796768188,30.9180179595947,,
4027,4027,1,Gamka Mountain Provincial Nature Reserve,Nature Reserve,Not Reported,95.9197969125264,-0.0399152069176062,-0.039369208564256,-0.0375046376185462,-0.0397706329472087,-0.0473606501652429,Fynbos,4027,21.9042585462248,-33.7187283491547,790.392761230469,551.182922363281,14.7205743789673,133.893569946289,0.978337168693542,0.51217120885849,0.0319422158645466,401.366409693009,15.3839299128606,13.1232237577438,0.0167000983253047,0.032143558954569,-1.82106466711239,0.0995924375875527,0.00199875330956518,0.629631896377475,-0.537585152423957,0.90122816103872,-0.18332788655333,0.930422307072937,-0.121738433800389,0.972499980820866,9.20076675415039,18.0716983795166,0.108555475875796,-0.453716261035711
4028,4028,1,Rolfontein Provincial Nature Reserve,Nature Reserve,Not Reported,63.2210572166086,-0.00729903085822096,-0.0068704740688402,-0.00666233108542054,-0.0064241724246277,-0.00600826335680619,Grassland,4028,24.7421621094721,-30.0295971358676,1244.68469238281,369.708282470703,17.8226585388184,259.206268310547,0.0851608663797379,0.449278831481934,0.00327668092628149,422.85335951585,17.8334699288393,3.89625877141953,0.0239273202840635,0.0312718672886061,-3.90759252127774,0.127021193365744,0.000351429815198612,0.0460970333217547,0.309010039439932,0.632860142706505,0.251743980421663,0.634381063077399,0.604828756311404,0.602022587067815,3.80826809406281,9.51857171058655,0.134170861753436,-0.924101093994329
4029,4029,1,De Hoop Nature Reserve,Nature Reserve,Not Reported,339.000286237074,-0.0495702831984452,-0.0495041671647779,-0.0524048080509739,-0.0551692536313132,-0.054733281926317,Fynbos,4029,20.5315281130536,-34.4330207825377,134.887756347656,561.273559570313,16.9172019958496,94.8234405517578,0.497664093971252,-0.803776621818543,0.0138066878935206,395.392889169546,17.0986759479229,49.3970863342285,0.0112210556473235,0.0283882931169652,-0.828477579312521,0.346716343069609,-0.00122642275081897,0.377131937901074,0.465597956945523,0.80627690068166,0.098353047490536,0.421769779278277,0.424910015528291,0.302105466339986,16.1241516113281,31.5036014556885,0.0656252898265292,-0.209532746290049
4031,4031,1,Vrolijkheid Nature Reserve,Nature Reserve,Not Reported,19.6280645283128,-0.0581568845355906,-0.0608129923912477,-0.0588282564982267,-0.0561144727534036,-0.054473855409381,Fynbos,4031,19.9098345664689,-33.9267633944373,328.590789794922,344.960357666016,16.6859760284424,130.378295898438,0,0.381725490093231,0,389.752456665039,16.011765284416,17.8999839305878,0.0133840406235968,0.0701385328528871,-0.00471171925064904,0.995902252964939,0,,-2.55384266219871,0.492912197349197,-0.257281292411768,0.788686667420351,-0.306134249268541,0.831912108339229,14.1306979656219,24.2886536598206,0.0835887885305394,-0.00120890046235126
4033,4033,1,Commandodrift Nature Reserve,Nature Reserve,Not Reported,57.4457633155787,-0.00951970227221928,-0.00920737473636718,-0.00949419171880232,-0.0101589705171006,-0.0104051927573316,Nama-Karoo,4033,26.0371163306221,-32.0726930719379,1051.04626464844,380.246490478516,17.0054492950439,312.889465332031,0,0.443141758441925,0,480.095803285256,15.7569861534314,4.90516045093536,0.0156628223086637,0.0261316524015115,-1.55917857059568,0.409839870103481,0,,0.127065647098922,0.345722212322118,0.0807595271157737,0.312418017372969,0.220896461520407,0.324816429493843,3.86914732456207,9.88652839660645,0.099402399393826,-0.324764049159844
4034,4034,1,Oviston Nature Reserve,Nature Reserve,Not Reported,323.119339980828,-0.00637430620906882,-0.00614186306729308,-0.00607193805386295,-0.00590080261853855,-0.00555161035684467,Nama-Karoo,4034,25.7300170186997,-30.665835063145,1271.57080078125,403.751586914063,17.1849880218506,294.153045654297,0.00901115406304598,0.298202246427536,0.000447882705354156,507.392235389123,16.5547723281078,1.17874063253403,0.0187811935301352,0.0581854997251001,-3.23478713074684,0.280180594535442,4.26770766722328e-05,0.0840618474804424,0.0713361570572246,0.0232024627195524,0.0798712175150535,0.00777783907203474,0.199390888830385,0.0048873069519902,1.3001857817173,2.9144252538681,0.113448818007888,-0.637531855067916
4035,4035,1,Camdeboo National Park,National Park,Not Reported,186.86229412485,-0.0156292756783268,-0.0148016705530561,-0.0164774892403531,-0.018148524022355,-0.0194718364461583,Albany Thicket,4035,24.5369373595313,-32.253695723109,951.459716796875,388.739105224609,16.7833156585693,216.466339111328,0,0.314739853143692,0.000258260610545828,471.742228972606,16.6556148773585,17.9425141334534,0.023814800905099,0.00478583204639412,-2.9326350161832,0.121637281162913,-9.96072353115408e-06,0.703143405843072,0.990191109955976,0.0934931960442932,0.318323809649972,0.13968248020807,0.773157246367063,0.0874312378940951,9.47539224624634,23.4419864654541,0.142983618920444,-0.621660482371931
4759,4759,1,Oribi Gorge Nature Reserve,Nature Reserve,Not Reported,18.6212115584716,0.00321645984940352,0.00319708774048313,0.00259694084209958,0.00257757441899011,0.00287309189631297,Indian Ocean Coastal Belt,4759,30.249802108647,-30.7119630825112,382.879180908203,1133.02221679688,18.8590698242188,477.757568359375,0.0501672737300396,0.0197043232619762,0.00532448570690273,970.248970227364,18.9982942434458,79.1168273925781,0.0157416637408466,0.00968069018597638,-1.29426055564308,0.709342009564741,-0.000314163778914834,0.241837834099872,0.0968372709867753,0.122330963068485,-0.0343605162891487,0.467389800751231,-0.0181994967984504,0.938974558262412,11.6571398735046,35.3428218841553,0.0828583005354669,-0.133394684803406
4763,4763,1,Loskop Dam Nature Reserve,Nature Reserve,Not Reported,235.908362549757,0.0233921016701389,0.0233673100858981,0.0247484637878062,0.0266167604700886,0.0263183541427321,Savanna,4763,29.2723833629427,-25.4447755422656,1166.67944335938,721.922241210938,18.775463104248,1240.28076171875,4.81969499588013,0.62397176027298,0.132098829916989,669.999133770283,17.7166462433644,28.2462224960327,0.0251212303976265,0.0185342832808782,-0.968581724062457,0.619805756925537,0.000862392434128392,0.501807295110032,0.986579347872441,0.0616727762996979,0.0745767044314413,0.237279453723381,0.100425335017106,0.739563368245391,12.9821342468262,29.0218688964844,0.141794502483987,-0.144564623331968
4764,4764,1,Hans Merensky Nature Reserve,Nature Reserve,Not Reported,10.37014828145,0.0193973012923217,0.0194908401888525,0.0197384554253817,0.0194645040935372,0.018552901980715,Savanna,4764,30.6583865399851,-23.7359615243778,464.988220214844,541.589416503906,22.073091506958,325.153503417969,1.16397297382355,0.91447502374649,0.0163716634755626,525.56235171587,22.0873287396553,52.1779675006867,0.0209441235843451,0.0943451266254716,0.914890415918344,0.760265559991587,0.000162240610119359,0.932283264493173,9.67576251829029,2.4524488183868e-06,0.281442386846066,0.896157584640172,-0.0654344590299961,0.974004703917963,15.888801574707,28.0870391845703,0.0948241583724984,0.174078377747452
4765,4765,1,Kgaswane Mountain Nature Reserve,Nature Reserve,Not Reported,43.8618174069302,0.0201498252586802,0.0209405294359329,0.0207056684228181,0.0204278033434504,0.0193343431275861,Savanna,4765,27.2026282336413,-25.7227268514147,1483.94018554688,667.545959472656,17.1762313842773,1149.50793457031,3.95007228851318,0.0185197778046131,0.0561763050500304,640.989935459235,18.3731238047282,17.2479904174805,0.0282398540006549,0.0332748700031772,-2.35385168510615,0.319493459985972,0.000327119021051531,0.879835797134625,0.305238239276236,0.077052726048001,0.0822827960924186,0.202545820065433,0.209751576168276,0.149715642793422,10.7832765579224,27.0266304016113,0.153701974148716,-0.367221317354966
4766,4766,1,Happy Rest Nature Reserve,Nature Reserve,Not Reported,22.4742809542063,0.0197032470035701,0.0192806276354269,0.019955745814136,0.0202984867993865,0.021059296182006,Savanna,4766,29.7265405021231,-23.0113124024104,1219.763671875,550.183715820313,18.1675872802734,343.173980712891,0.176946833729744,0.313547551631928,0.00428289900931607,437.984989655324,19.5271943410238,84.4782707214356,0.0159931636145705,0.145982441115865,2.41142977256563,0.241242203177107,0.000949834815033073,0.0824706378836727,0.382905850834924,0.0978358121256694,-0.270331271328172,0.00307670906147096,-0.468455873301164,0.00408535249328431,8.84140701293945,23.4288698196411,0.081902004636535,0.550573610858976
4767,4767,1,Langjan Nature Reserve,Nature Reserve,Not Reported,47.7127309456869,0.019279260759033,0.0191152262322654,0.0193914468496717,0.0205695755242665,0.0219072342301858,Savanna,4767,29.2389915860466,-22.8381586568358,784.923767089844,385.544342041016,22.1325492858887,230.720886230469,0.004806287586689,0.596768736839294,6.00101775489748e-05,386.27138088911,21.3787094018398,22.9071894645691,0.0122672173522383,0.314283014929667,1.9460472095432,0.336097140544556,-5.61134952268899e-06,0.536090423939371,4.27652351163441,0.0251183601742634,1.3714629817419,0.000645523161466525,2.24429547551024,0.000136434941006266,11.1041519880295,20.9395025253296,0.0573805327611711,0.503803104714577
4934,4934,1,Entumeni Nature Reserve,Nature Reserve,Not Reported,5.63855746599554,0.00826678027713729,0.00802442630037246,0.00730870810406026,0.00683323843801672,0.00673402901284114,Forests,4934,31.3722916460381,-28.8841282964638,615.021484375,1177.24963378906,18.8569393157959,398.771179199219,0.234866619110107,-0.141315832734108,0.0229168518587054,957.281680376102,19.2457027435303,94.6393615722656,0.0118722751204137,0.0763505286548477,0.104792992560463,0.976883561701058,0.000726046699134087,0.0992989111388084,-0.0517438307850903,0.195314015239619,-0.0469522393670847,0.057448327470088,-0.256647894052577,0.00353723829220277,4.59746217727661,16.5420300483704,0.0616879273187605,0.0109469338762747
4936,4936,1,Karkloof Nature Reserve,Nature Reserve,Not Reported,35.2367318937452,0.00770769064062684,0.00743908064332366,0.00687479835834561,0.0064933810640638,0.00633141756918012,Grassland,4936,30.2508037381805,-29.2890211576176,1536.0244140625,899.962829589844,13.7278909683228,624.001708984375,3.97720217704773,0.223579257726669,0.0553528211506394,1028.67480155749,15.6489461018489,31.6136503219605,0.0199158849747434,0.00195135154259537,-2.29552501113538,0.504946353468224,3.06676827026713e-05,0.97733546606631,-0.0213464844289368,0.88862521977789,0.277329390353794,0.413979811099588,0.263469363189793,0.435222482876993,6.41596612930298,22.9484127044678,0.1272666213119,-0.223153615473013
4938,4938,1,Bluff Nature Reserve,Nature Reserve,Not Reported,0.459016696586557,0.00571286244168782,0.00554990183376503,0.00485178934959488,0.00465825470287609,0.004704130993008,Forests,4938,30.9929732932172,-29.9326685755203,53.3244819641113,916.346374511719,21.1499996185303,624.001708984375,0,0.238670960068703,0,,,92.2589279174805,,,,,,,,,,,,,10.1435454368591,37.9874355316162,,
4940,4940,1,Kenneth Stainbank Nature Reserve,Nature Reserve,Not Reported,2.1289130836345,0.00580345113014191,0.00560356294695354,0.00489164173570559,0.00471187859944212,0.00483395967652562,Forests,4940,30.9371368940686,-29.909188076877,112.041938781738,936.481262207031,20.7785205841064,624.001708984375,0,0.337713688611984,0,,,93.4719024658203,,,,,,,,,,,,,8.28765926361084,31.2672979354858,,
4942,4942,1,Moor Park Nature Reserve,Nature Reserve,Not Reported,2.60818968800179,0.00812797329037394,0.00795126889011106,0.00743222605214653,0.00709703709004634,0.00743482091678916,Grassland,4942,29.8084321945715,-29.0754426324796,1293.49157714844,844.057983398438,15.7620973587036,723.132507324219,1.15150368213654,1.08087968826294,0.0246866009608008,936.625959347456,14.7531505486904,49.7803504943848,0.0252640064078571,0.000980192614987926,-2.99459014176104,0.306189703951269,-0.00143586749876234,0.238508955987547,1.32117174733297,0.0218314507933147,-0.404769150853004,1.71288729744107e-06,0.0876708175813945,0.0739340068080889,21.1192937850952,38.8311965942383,0.171244822077002,-0.319721027575123
4943,4943,1,Harold Johnson Nature Reserve,Nature Reserve,Not Reported,1.0286349829604,0.00743032499202712,0.00713160373975798,0.00661767708900963,0.00615994470649693,0.00583076828316094,Indian Ocean Coastal Belt,4943,31.4228356077517,-29.2103296867667,64.6970901489258,1001.88793945313,21.5286331176758,327.43310546875,0.116110816597939,0.839732229709625,0.00568081238210046,,,99.3273941040039,,,,,,,,,,,,,1.40814243555069,36.2669380187988,,
4944,4944,1,Doreen Clark Nature Reserve,Nature Reserve,Not Reported,0.058167371386389,0.00676253078819129,0.00647996878282188,0.00585119777573869,0.00578721689760969,0.0056882640421415,Grassland,4944,30.2887701531441,-29.5778321257106,1144.701171875,949.800048828125,15.4499998092651,624.001708984375,0,-0.28268951177597,0.0049176428631957,1174.38041021885,16.1230284617497,99.998860168457,0.0178450679967898,0.0067706325855264,-3.13573352931627,0.426207922653566,0.000146564236983053,0.594180343361019,0.000346652679849323,0.378125022770455,-0.00348624430473024,0.375894252004634,0.379123618235088,0.103577729446379,0.011344274005387,39.6977214813232,0.110680620822109,-0.267011736744818
7381,7381,1,Doorndraai Nature Reserve,Nature Reserve,Not Reported,68.9783417239459,0.0259374688474806,0.0269572126358109,0.0284927140511232,0.0279102560653565,0.0254295401969083,Savanna,7381,28.7582232054868,-24.3059180532948,1258.40686035156,579.61572265625,18.8006744384766,698.615966796875,2.36457300186157,0.701832234859467,0.0336312298537393,579.11423433744,19.2551151177822,28.3394250869751,0.0198301085172883,0.0998088163325107,0.801002653653027,0.707634813350448,0.00168368522033858,0.282439544539536,0.199737763897304,0.680990026340158,-0.0415659866167231,0.663428976409752,0.0859754632467473,0.732071161766349,15.8719974517822,32.4722829818726,0.102986185208392,0.138315138216115
7383,7383,1,Barberspan Nature Reserve,Nature Reserve,Not Reported,30.1538632382874,0.00691617304754084,0.00665625638480682,0.00640116377516987,0.00832256800252312,0.0103255295584523,Azonal Vegetation,7383,25.5829133090072,-26.5841192187576,1354.5390625,529.799011230469,17.5500011444092,614.486633300781,0.164069592952728,0.163979768753052,0.00408527516867707,556.213727119642,17.8676323034825,1.49156251549721,0.0346064605883432,0.00290389215924459,-4.3733670296657,0.0395638944647392,0.000367425730770349,0.213592044544993,0.115874197751153,0.550100299647924,0.0551329983620348,0.742952414590756,0.15712563197017,0.662105123442143,1.60841017961502,4.52049109935761,0.193682408505788,-0.786274558938562
7384,7384,1,Nylsvley Private Nature Reserve,Nature Reserve,Not Reported,30.8994499876699,0.0261906146976182,0.026997403703656,0.0281854441568906,0.0282566089651867,0.0258970242267641,Savanna,7384,28.6936599680266,-24.6533083686935,1104.98486328125,589.984069824219,19.8602046966553,698.615966796875,1.71860146522522,0.749832689762116,0.0216569060648908,613.162728334085,19.971530180711,32.8607759475708,0.0206865426037065,0.10632375454692,0.426218678165865,0.842069697558937,0.000428221993881967,0.776646795831928,1.73572909164845,0.189108580517734,0.340950066012451,0.0442993287004529,0.810692847352415,0.00868761042142656,13.9755965232849,30.5727327346802,0.103580158438166,0.069511511132431
7385,7385,1,Percy Fyfe Nature Reserve,Nature Reserve,Not Reported,29.8518903287161,0.024719858042761,0.0255441776253864,0.0279572801946276,0.0277983800390332,0.0248683903185916,Savanna,7385,29.1615333557085,-24.0295325971651,1418.12182617188,538.386291503906,17.5966300964355,857.952270507813,3.8950891494751,0.582975447177887,0.040093735880267,656.455918532152,17.7166865422176,8.41365299224854,0.0165785133708538,0.178222610488014,1.91865118012408,0.465968846956047,0.00111078399904275,0.515421903927115,1.08558599012136,0.00480512316842698,0.982418239506235,0.00141520830300282,1.58180659450608,0.000994147526049698,8.2346794962883,17.025123167038,0.0935756995606845,0.292274184139312
7386,7386,1,Ohrigstad Dam Nature Reserve,Nature Reserve,Not Reported,25.6070519322611,0.0207881810170637,0.0203407009979936,0.0194416104651717,0.0200334987867756,0.020991864330854,Grassland,7386,30.6327515749766,-24.9545680768103,1565.30236816406,983.198974609375,14.943865776062,822.28466796875,4.19537734985352,0.614949822425842,0.0626766910621276,1157.61622815254,15.2882879208296,19.3388572692871,0.0175039090658727,0.01104428276928,-0.40539461987926,0.912383340217995,-0.00140823328465386,0.297118173165674,0.557616322602567,0.0290890203177533,0.190467707648702,0.0054369677011581,0.437478689878564,0.00655285066191431,13.3626111030579,27.1037242889404,0.114492277726039,-0.0350197768500737
7387,7387,1,Roodeplaat Nature Reserve,Nature Reserve,Not Reported,17.1299040466951,0.0234214882308636,0.0237835484879982,0.0249499637332184,0.0246673898086056,0.0251194352195417,Savanna,7387,28.3602135638388,-25.6344730156267,1236.10266113281,697.550659179688,18.7171535491943,1391.71862792969,0.298112571239471,0.503277838230133,0.0134875050595535,704.033306415264,18.0357899299035,31.2447450637817,0.0253326044862621,0.0240116450845607,-0.907626008947344,0.688527498559816,0.00246440607077044,0.405785690678303,2.23280761448911,2.60293097494312e-07,0.274837074645612,0.00723138163113411,0.875422639590798,0.000156201169247642,17.5326790809631,34.9149915695191,0.140457415975224,-0.128918049853169
9072,9072,1,Manyeleti Nature Reserve,Nature Reserve,Not Reported,214.379884754541,0.0167285480252257,0.0162733609232622,0.0151889872229212,0.0159486206897771,0.0159720571433912,Savanna,9072,31.4672517982499,-24.5937432401069,419.259399414063,623.563232421875,21.9839210510254,310.056060791016,1.91734457015991,0.463745296001434,0.0555258844397031,578.005950145233,22.0400573534843,38.8919363975525,0.0209271397663417,0.0522621528779835,0.787621666290172,0.815651222375196,-0.00177977688155423,0.543103456835105,2.90469507932581,0.373296022593115,0.878240595167755,0.199727755647439,0.916150563593411,0.0963411057747477,16.7154491424561,29.5776624679565,0.0949504778082321,0.136265321506166
